:Mots:Transcription Phonétique:Genre Grammatical:Paires Minimales
1:('aède', 'alde'):('aɛd', 'ald'):('Nom', 'Nom'):('ɛ', 'l')
41100:('salard', 'sappare'):('salaʁ', 'sapaʁ'):('Nom', 'Nom'):('l', 'p')
41101:('salard', 'soûlard'):('salaʁ', 'sulaʁ'):('Nom', 'Nom'):('a', 'u')
41102:('salard', 'soulard'):('salaʁ', 'sulaʁ'):('Nom', 'Nom'):('a', 'u')
41103:('salat', 'salaud'):('sala', 'salo'):('Nom', 'Nom'):('a', 'o')
41104:('salat', 'saler'):('sala', 'sale'):('Nom', 'Verbe infinitif'):('a', 'e')
41105:('salat', 'salin'):('sala', 'salɛ̃'):('Nom', 'Nom'):('a', 'ɛ̃')
41106:('salat', 'salon'):('sala', 'salɔ̃'):('Nom', 'Nom'):('a', 'ɔ̃')
41107:('salat', 'salop'):('sala', 'salo'):('Nom', 'Nom'):('a', 'o')
41108:('salat', 'salpe'):('sala', 'salp'):('Nom', 'Nom'):('a', 'p')
41109:('salat', 'salut'):('sala', 'saly'):('Nom', 'Nom'):('a', 'y')
41110:('salat', 'sana'):('sala', 'sana'):('Nom', 'Nom'):('l', 'n')
41111:('salaud', 'saler'):('salo', 'sale'):('Nom', 'Verbe infinitif'):('o', 'e')
41112:('salaud', 'salin'):('salo', 'salɛ̃'):('Nom', 'Nom'):('o', 'ɛ̃')
41113:('salaud', 'salon'):('salo', 'salɔ̃'):('Nom', 'Nom'):('o', 'ɔ̃')
41114:('salaud', 'salpe'):('salo', 'salp'):('Nom', 'Nom'):('o', 'p')
41115:('salaud', 'salut'):('salo', 'saly'):('Nom', 'Nom'):('o', 'y')
41116:('salaud', 'saoulot'):('salo', 'sulo'):('Nom', 'Nom'):('a', 'u')
41117:('salaud', 'sarrau'):('salo', 'saʁo'):('Nom', 'Nom'):('l', 'ʁ')
41118:('salaud', 'silo'):('salo', 'silo'):('Nom', 'Nom'):('a', 'i')
41119:('salaud', 'soûlot'):('salo', 'sulo'):('Nom', 'Nom'):('a', 'u')
41120:('salaud', 'soulaud'):('salo', 'sulo'):('Nom', 'Nom'):('a', 'u')
41121:('salaud', 'talo'):('salo', 'talo'):('Nom', 'Nom'):('s', 't')
41122:('salement', 'salmis'):('salmɑ̃', 'salmi'):('Adverbe', 'Nom'):('ɑ̃', 'i')
41123:('salement', 'sapement'):('salmɑ̃', 'sapmɑ̃'):('Adverbe', 'Nom'):('l', 'p')
41124:('salement', 'sarment'):('salmɑ̃', 'saʁmɑ̃'):('Adverbe', 'Nom'):('l', 'ʁ')
41125:('salement', 'scellement'):('salmɑ̃', 'sɛlmɑ̃'):('Adverbe', 'Nom'):('a', 'ɛ')
41126:('salement', 'seulement'):('salmɑ̃', 'sœlmɑ̃'):('Adverbe', 'Adverbe'):('a', 'œ')
41127:('sale', 'same'):('sal', 'sam'):('Nom', 'Nom'):('l', 'm')
41128:('sale', 'sar'):('sal', 'saʁ'):('Nom', 'Nom'):('l', 'ʁ')
41129:('sale', 'sas'):('sal', 'sas'):('Nom', 'Nom'):('l', 's')
41130:('sale', 'saule'):('sal', 'sol'):('Nom', 'Nom'):('a', 'o')
41131:('sale', 'sel'):('sal', 'sɛl'):('Nom', 'Nom'):('a', 'ɛ')
41132:('sale', 'sil'):('sal', 'sil'):('Nom', 'Nom'):('a', 'i')
41133:('sale', 'sol'):('sal', 'sɔl'):('Nom', 'Nom'):('a', 'ɔ')
41134:('sale', 'tal'):('sal', 'tal'):('Nom', 'Nom'):('s', 't')
41135:('sale', 'thalle'):('sal', 'tal'):('Nom', 'Nom'):('s', 't')
41136:('sale', 'val'):('sal', 'val'):('Nom', 'Nom'):('s', 'v')
41137:('saler', 'salin'):('sale', 'salɛ̃'):('Verbe infinitif', 'Nom'):('e', 'ɛ̃')
41138:('saler', 'salon'):('sale', 'salɔ̃'):('Verbe infinitif', 'Nom'):('e', 'ɔ̃')
41139:('saler', 'salop'):('sale', 'salo'):('Verbe infinitif', 'Nom'):('e', 'o')
41140:('saler', 'salpe'):('sale', 'salp'):('Verbe infinitif', 'Nom'):('e', 'p')
41141:('saler', 'salut'):('sale', 'saly'):('Verbe infinitif', 'Nom'):('e', 'y')
41142:('saler', 'saouler'):('sale', 'sule'):('Verbe infinitif', 'Verbe infinitif'):('a', 'u')
41143:('saler', 'saper'):('sale', 'sape'):('Verbe infinitif', 'Verbe infinitif'):('l', 'p')
41144:('saler', 'saquer'):('sale', 'sake'):('Verbe infinitif', 'Verbe infinitif'):('l', 'k')
41145:('saler', 'sceller'):('sale', 'sele'):('Verbe infinitif', 'Verbe infinitif'):('a', 'e')
41146:('saler', 'seller'):('sale', 'sele'):('Verbe infinitif', 'Verbe infinitif'):('a', 'e')
41147:('saler', 'soûler'):('sale', 'sule'):('Verbe infinitif', 'Verbe infinitif'):('a', 'u')
41148:('saler', 'souler'):('sale', 'sule'):('Verbe infinitif', 'Verbe infinitif'):('a', 'u')
41149:('saler', 'taler'):('sale', 'tale'):('Verbe infinitif', 'Verbe infinitif'):('s', 't')
41150:('saler', 'taller'):('sale', 'tale'):('Verbe infinitif', 'Verbe infinitif'):('s', 't')
41151:('salifier', 'sanifier'):('salifje', 'sanifje'):('Verbe infinitif', 'Verbe infinitif'):('l', 'n')
41152:('salin', 'salon'):('salɛ̃', 'salɔ̃'):('Nom', 'Nom'):('ɛ̃', 'ɔ̃')
41153:('salin', 'salop'):('salɛ̃', 'salo'):('Nom', 'Nom'):('ɛ̃', 'o')
41154:('salin', 'salpe'):('salɛ̃', 'salp'):('Nom', 'Nom'):('ɛ̃', 'p')
41155:('salin', 'salut'):('salɛ̃', 'saly'):('Nom', 'Nom'):('ɛ̃', 'y')
41156:('salin', 'sapin'):('salɛ̃', 'sapɛ̃'):('Nom', 'Nom'):('l', 'p')
41157:('salin', 'saquet'):('salɛ̃', 'sakɛ'):('Nom', 'Nom'):('ɛ̃', 'ɛ')
41158:('salin', 'sarin'):('salɛ̃', 'saʁɛ̃'):('Nom', 'Nom'):('l', 'ʁ')
41159:('salin', 'satin'):('salɛ̃', 'satɛ̃'):('Nom', 'Nom'):('l', 't')
41160:('salin', 'valet'):('salɛ̃', 'valɛ'):('Nom', 'Nom'):('ɛ̃', 'ɛ')
41161:('salir', 'salish'):('saliʁ', 'saliʃ'):('Verbe infinitif', 'Nom'):('ʁ', 'ʃ')
41162:('salir', 'saphir'):('saliʁ', 'safiʁ'):('Verbe infinitif', 'Nom'):('l', 'f')
41163:('sal', 'same'):('sal', 'sam'):('Nom', 'Nom'):('l', 'm')
41164:('sal', 'sar'):('sal', 'saʁ'):('Nom', 'Nom'):('l', 'ʁ')
41165:('sal', 'sas'):('sal', 'sas'):('Nom', 'Nom'):('l', 's')
41166:('sal', 'saule'):('sal', 'sol'):('Nom', 'Nom'):('a', 'o')
41167:('sal', 'sel'):('sal', 'sɛl'):('Nom', 'Nom'):('a', 'ɛ')
41168:('sal', 'sil'):('sal', 'sil'):('Nom', 'Nom'):('a', 'i')
41169:('sal', 'sol'):('sal', 'sɔl'):('Nom', 'Nom'):('a', 'ɔ')
41170:('sal', 'tal'):('sal', 'tal'):('Nom', 'Nom'):('s', 't')
41171:('sal', 'thalle'):('sal', 'tal'):('Nom', 'Nom'):('s', 't')
41172:('sal', 'val'):('sal', 'val'):('Nom', 'Nom'):('s', 'v')
41173:('saloir', 'savoir'):('salwaʁ', 'savwaʁ'):('Nom', 'Nom'):('l', 'v')
41174:('saloir', 'savoir'):('salwaʁ', 'savwaʁ'):('Nom', 'Verbe infinitif'):('l', 'v')
41175:('saloir', 'souloir'):('salwaʁ', 'sulwaʁ'):('Nom', 'Verbe infinitif'):('a', 'u')
41176:('saloir', 'valoir'):('salwaʁ', 'valwaʁ'):('Nom', 'Verbe infinitif'):('s', 'v')
41177:('salon', 'salop'):('salɔ̃', 'salo'):('Nom', 'Nom'):('ɔ̃', 'o')
41178:('salon', 'salpe'):('salɔ̃', 'salp'):('Nom', 'Nom'):('ɔ̃', 'p')
41179:('salon', 'salut'):('salɔ̃', 'saly'):('Nom', 'Nom'):('ɔ̃', 'y')
41180:('salon', 'savon'):('salɔ̃', 'savɔ̃'):('Nom', 'Nom'):('l', 'v')
41181:('salon', 'soûlon'):('salɔ̃', 'sulɔ̃'):('Nom', 'Nom'):('a', 'u')
41182:('salon', 'solo'):('salɔ̃', 'sɔlɔ'):('Nom', 'Nom'):('ɔ̃', 'ɔ')
41183:('salon', 'soulon'):('salɔ̃', 'sulɔ̃'):('Nom', 'Nom'):('a', 'u')
41184:('salon', 'talon'):('salɔ̃', 'talɔ̃'):('Nom', 'Nom'):('s', 't')
41185:('salon', 'vallon'):('salɔ̃', 'valɔ̃'):('Nom', 'Nom'):('s', 'v')
41186:('salon', 'wallon'):('salɔ̃', 'walɔ̃'):('Nom', 'Nom'):('s', 'w')
41187:('salonner', 'saloper'):('salɔne', 'salɔpe'):('Verbe infinitif', 'Verbe infinitif'):('n', 'p')
41188:('salonner', 'saponé'):('salɔne', 'sapɔne'):('Verbe infinitif', 'Nom'):('l', 'p')
41189:('salonner', 'satonner'):('salɔne', 'satɔne'):('Verbe infinitif', 'Verbe infinitif'):('l', 't')
41190:('salonner', 'savonner'):('salɔne', 'savɔne'):('Verbe infinitif', 'Verbe infinitif'):('l', 'v')
41191:('salonner', 'talonner'):('salɔne', 'talɔne'):('Verbe infinitif', 'Verbe infinitif'):('s', 't')
41192:('salonner', 'vallonner'):('salɔne', 'valɔne'):('Verbe infinitif', 'Verbe infinitif'):('s', 'v')
41193:('salonnier', 'savonnier'):('salɔnje', 'savɔnje'):('Nom', 'Nom'):('l', 'v')
41194:('saloper', 'salopin'):('salɔpe', 'salɔpɛ̃'):('Verbe infinitif', 'Nom'):('e', 'ɛ̃')
41195:('salop', 'salpe'):('salo', 'salp'):('Nom', 'Nom'):('o', 'p')
41196:('salop', 'salut'):('salo', 'saly'):('Nom', 'Nom'):('o', 'y')
41197:('salop', 'saoulot'):('salo', 'sulo'):('Nom', 'Nom'):('a', 'u')
41198:('salop', 'sarrau'):('salo', 'saʁo'):('Nom', 'Nom'):('l', 'ʁ')
41199:('salop', 'silo'):('salo', 'silo'):('Nom', 'Nom'):('a', 'i')
41200:('salop', 'soûlot'):('salo', 'sulo'):('Nom', 'Nom'):('a', 'u')
41201:('salop', 'soulaud'):('salo', 'sulo'):('Nom', 'Nom'):('a', 'u')
41202:('salop', 'talo'):('salo', 'talo'):('Nom', 'Nom'):('s', 't')
41203:('salpe', 'salut'):('salp', 'saly'):('Nom', 'Nom'):('p', 'y')
41204:('salut', 'talus'):('saly', 'taly'):('Nom', 'Nom'):('s', 't')
41205:('sémantiser', 'sémitiser'):('semɑ̃tize', 'semitize'):('Verbe infinitif', 'Verbe infinitif'):('ɑ̃', 'i')
41206:('sémaque', 'sérac'):('semak', 'seʁak'):('Nom', 'Nom'):('m', 'ʁ')
41207:('sémaque', 'sumac'):('semak', 'symak'):('Nom', 'Nom'):('e', 'y')
41208:('sambac', 'sambar'):('sɑ̃bak', 'sɑ̃baʁ'):('Nom', 'Nom'):('k', 'ʁ')
41209:('same', 'sème'):('sam', 'sɛm'):('Nom', 'Nom'):('a', 'ɛ')
41210:('same', 'sar'):('sam', 'saʁ'):('Nom', 'Nom'):('m', 'ʁ')
41211:('same', 'sas'):('sam', 'sas'):('Nom', 'Nom'):('m', 's')
41212:('same', 'somme'):('sam', 'sɔm'):('Nom', 'Nom'):('a', 'ɔ')
41213:('same', 'soum'):('sam', 'sum'):('Nom', 'Nom'):('a', 'u')
41214:('same', 'sum'):('sam', 'sum'):('Nom', 'Nom'):('a', 'u')
41215:('same', 'yam'):('sam', 'jam'):('Nom', 'Nom'):('s', 'j')
41216:('sème', 'saye'):('sɛm', 'sɛj'):('Nom', 'Nom'):('m', 'j')
41217:('sème', 'scaber'):('sɛm', 'sɛp'):('Nom', 'Nom'):('m', 'p')
41218:('sème', 'schème'):('sɛm', 'ʃɛm'):('Nom', 'Nom'):('s', 'ʃ')
41219:('sème', 'scinque'):('sɛm', 'sɛ̃k'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
41220:('sème', 'sec'):('sɛm', 'sɛk'):('Nom', 'Nom'):('m', 'k')
41221:('sème', 'sec'):('sɛm', 'sɛk'):('Nom', 'Adverbe'):('m', 'k')
41222:('sème', 'seize'):('sɛm', 'sɛz'):('Nom', 'Nom'):('m', 'z')
41223:('sème', 'sel'):('sɛm', 'sɛl'):('Nom', 'Nom'):('m', 'l')
41224:('sème', 'sen'):('sɛm', 'sɛn'):('Nom', 'Nom'):('m', 'n')
41225:('sème', 'sep'):('sɛm', 'sɛp'):('Nom', 'Nom'):('m', 'p')
41226:('sème', 'set'):('sɛm', 'sɛt'):('Nom', 'Nom'):('m', 't')
41227:('sème', 'singe'):('sɛm', 'sɛ̃ʒ'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
41228:('sème', 'soin'):('sɛm', 'swɛ̃'):('Nom', 'Nom'):('m', 'ɛ̃')
41229:('sème', 'somme'):('sɛm', 'sɔm'):('Nom', 'Nom'):('ɛ', 'ɔ')
41230:('sème', 'soum'):('sɛm', 'sum'):('Nom', 'Nom'):('ɛ', 'u')
41231:('sème', 'suint'):('sɛm', 'sɥɛ̃'):('Nom', 'Nom'):('m', 'ɛ̃')
41232:('sème', 'sum'):('sɛm', 'sum'):('Nom', 'Nom'):('ɛ', 'u')
41233:('sème', 'thème'):('sɛm', 'tɛm'):('Nom', 'Nom'):('s', 't')
41234:('sémite', 'séthite'):('semit', 'setit'):('Nom', 'Nom'):('m', 't')
41235:('sampi', 'sandhi'):('sɑ̃pi', 'sɑ̃di'):('Nom', 'Nom'):('p', 'd')
41236:('sampi', 'semple'):('sɑ̃pi', 'sɑ̃pl'):('Nom', 'Nom'):('i', 'l')
41237:('sampler', 'sangler'):('sɑ̃ple', 'sɑ̃gle'):('Verbe infinitif', 'Verbe infinitif'):('p', 'g')
41238:('sampler', 'sembler'):('sɑ̃ple', 'sɑ̃ble'):('Verbe infinitif', 'Verbe infinitif'):('p', 'b')
41239:('sampler', 'templet'):('sɑ̃ple', 'tɑ̃ple'):('Verbe infinitif', 'Nom'):('s', 't')
41240:('sana', 'sénat'):('sana', 'sena'):('Nom', 'Nom'):('a', 'e')
41241:('sana', 'sauna'):('sana', 'sona'):('Nom', 'Nom'):('a', 'o')
41242:('sana', 'sonat'):('sana', 'sɔna'):('Nom', 'Nom'):('a', 'ɔ')
41243:('sénat', 'sauna'):('sena', 'sona'):('Nom', 'Nom'):('e', 'o')
41244:('sénat', 'sonat'):('sena', 'sɔna'):('Nom', 'Nom'):('e', 'ɔ')
41245:('sancerre', 'sancir'):('sɑ̃sɛʁ', 'sɑ̃siʁ'):('Nom', 'Verbe infinitif'):('ɛ', 'i')
41246:('sancerre', 'sasseur'):('sɑ̃sɛʁ', 'sɑsœʁ'):('Nom', 'Nom'):('ɑ̃', 'ɑ')
41247:('sancerre', 'senseur'):('sɑ̃sɛʁ', 'sɑ̃sœʁ'):('Nom', 'Nom'):('ɛ', 'œ')
41248:('sancir', 'sasseur'):('sɑ̃siʁ', 'sɑsœʁ'):('Verbe infinitif', 'Nom'):('ɑ̃', 'ɑ')
41249:('sancir', 'senseur'):('sɑ̃siʁ', 'sɑ̃sœʁ'):('Verbe infinitif', 'Nom'):('i', 'œ')
41250:('sancir', 'sentir'):('sɑ̃siʁ', 'sɑ̃tiʁ'):('Verbe infinitif', 'Verbe infinitif'):('s', 't')
41251:('sanctionner', 'sectionner'):('sɑ̃ksjɔne', 'sɛksjɔne'):('Verbe infinitif', 'Verbe infinitif'):('ɑ̃', 'ɛ')
41252:('sandhi', 'sandow'):('sɑ̃di', 'sɑ̃do'):('Nom', 'Nom'):('i', 'o')
41253:('sandhi', 'sandre'):('sɑ̃di', 'sɑ̃dʁ'):('Nom', 'Nom'):('i', 'ʁ')
41254:('sandow', 'sandre'):('sɑ̃do', 'sɑ̃dʁ'):('Nom', 'Nom'):('o', 'ʁ')
41255:('sandre', 'tendre'):('sɑ̃dʁ', 'tɑ̃dʁ'):('Nom', 'Verbe infinitif'):('s', 't')
41256:('sandre', 'vendre'):('sɑ̃dʁ', 'vɑ̃dʁ'):('Nom', 'Verbe infinitif'):('s', 'v')
41257:('sangle', 'seigle'):('sɑ̃gl', 'sɛgl'):('Nom', 'Nom'):('ɑ̃', 'ɛ')
41258:('sangle', 'semple'):('sɑ̃gl', 'sɑ̃pl'):('Nom', 'Nom'):('g', 'p')
41259:('sangle', 'sigle'):('sɑ̃gl', 'sigl'):('Nom', 'Nom'):('ɑ̃', 'i')
41260:('sangler', 'sanglot'):('sɑ̃gle', 'sɑ̃glo'):('Verbe infinitif', 'Nom'):('e', 'o')
41261:('sangler', 'sembler'):('sɑ̃gle', 'sɑ̃ble'):('Verbe infinitif', 'Verbe infinitif'):('g', 'b')
41262:('sangler', 'sigler'):('sɑ̃gle', 'sigle'):('Verbe infinitif', 'Verbe infinitif'):('ɑ̃', 'i')
41263:('sang', 'saut'):('sɑ̃', 'so'):('Nom', 'Nom'):('ɑ̃', 'o')
41264:('sang', 'sceau'):('sɑ̃', 'so'):('Nom', 'Nom'):('ɑ̃', 'o')
41265:('sang', 'seau'):('sɑ̃', 'so'):('Nom', 'Nom'):('ɑ̃', 'o')
41266:('sang', 'seing'):('sɑ̃', 'sɛ̃'):('Nom', 'Nom'):('ɑ̃', 'ɛ̃')
41267:('sang', 'sein'):('sɑ̃', 'sɛ̃'):('Nom', 'Nom'):('ɑ̃', 'ɛ̃')
41268:('sang', 'si'):('sɑ̃', 'si'):('Nom', 'Nom'):('ɑ̃', 'i')
41269:('sang', 'si'):('sɑ̃', 'si'):('Nom', 'Adverbe'):('ɑ̃', 'i')
41270:('sang', 'son'):('sɑ̃', 'sɔ̃'):('Nom', 'Nom'):('ɑ̃', 'ɔ̃')
41271:('sang', 'sot'):('sɑ̃', 'so'):('Nom', 'Nom'):('ɑ̃', 'o')
41272:('sang', 'sou'):('sɑ̃', 'su'):('Nom', 'Nom'):('ɑ̃', 'u')
41273:('sang', 'tant'):('sɑ̃', 'tɑ̃'):('Nom', 'Adverbe'):('s', 't')
41274:('sang', 'taon'):('sɑ̃', 'tɑ̃'):('Nom', 'Nom'):('s', 't')
41275:('sang', 'tas'):('sɑ̃', 'tɑ'):('Nom', 'Nom'):('ɑ̃', 'ɑ')
41276:('sang', 'temps'):('sɑ̃', 'tɑ̃'):('Nom', 'Nom'):('s', 't')
41277:('sang', 'van'):('sɑ̃', 'vɑ̃'):('Nom', 'Nom'):('s', 'v')
41278:('sang', 'vent'):('sɑ̃', 'vɑ̃'):('Nom', 'Nom'):('s', 'v')
41279:('sénieur', 'sénior'):('senjœʁ', 'senjɔʁ'):('Nom', 'Nom'):('œ', 'ɔ')
41280:('sénieur', 'senior'):('senjœʁ', 'senjɔʁ'):('Nom', 'Nom'):('œ', 'ɔ')
41281:('sénilement', 'scéniquement'):('senilmɑ̃', 'senikmɑ̃'):('Adverbe', 'Adverbe'):('l', 'k')
41282:('santal', 'tantale'):('sɑ̃tal', 'tɑ̃tal'):('Nom', 'Nom'):('s', 't')
41283:('santon', 'synthon'):('sɑ̃tɔ̃', 'sɛ̃tɔ̃'):('Nom', 'Nom'):('ɑ̃', 'ɛ̃')
41284:('santour', 'sentir'):('sɑ̃tuʁ', 'sɑ̃tiʁ'):('Nom', 'Verbe infinitif'):('u', 'i')
41285:('saouler', 'saoulot'):('sule', 'sulo'):('Verbe infinitif', 'Nom'):('e', 'o')
41286:('saouler', 'sceller'):('sule', 'sele'):('Verbe infinitif', 'Verbe infinitif'):('u', 'e')
41287:('saouler', 'seller'):('sule', 'sele'):('Verbe infinitif', 'Verbe infinitif'):('u', 'e')
41288:('saouler', 'soûlon'):('sule', 'sulɔ̃'):('Verbe infinitif', 'Nom'):('e', 'ɔ̃')
41289:('saouler', 'soûlot'):('sule', 'sulo'):('Verbe infinitif', 'Nom'):('e', 'o')
41290:('saouler', 'souder'):('sule', 'sude'):('Verbe infinitif', 'Verbe infinitif'):('l', 'd')
41291:('saouler', 'souiller'):('sule', 'suje'):('Verbe infinitif', 'Verbe infinitif'):('l', 'j')
41292:('saouler', 'soulaud'):('sule', 'sulo'):('Verbe infinitif', 'Nom'):('e', 'o')
41293:('saouler', 'soulon'):('sule', 'sulɔ̃'):('Verbe infinitif', 'Nom'):('e', 'ɔ̃')
41294:('saouler', 'souper'):('sule', 'supe'):('Verbe infinitif', 'Nom'):('l', 'p')
41295:('saouler', 'souper'):('sule', 'supe'):('Verbe infinitif', 'Verbe infinitif'):('l', 'p')
41296:('saouler', 'souquer'):('sule', 'suke'):('Verbe infinitif', 'Verbe infinitif'):('l', 'k')
41297:('saouler', 'souter'):('sule', 'sute'):('Verbe infinitif', 'Verbe infinitif'):('l', 't')
41298:('saoulot', 'silo'):('sulo', 'silo'):('Nom', 'Nom'):('u', 'i')
41299:('saoulot', 'soûler'):('sulo', 'sule'):('Nom', 'Verbe infinitif'):('o', 'e')
41300:('saoulot', 'soûlon'):('sulo', 'sulɔ̃'):('Nom', 'Nom'):('o', 'ɔ̃')
41301:('saoulot', 'souler'):('sulo', 'sule'):('Nom', 'Verbe infinitif'):('o', 'e')
41302:('saoulot', 'soulon'):('sulo', 'sulɔ̃'):('Nom', 'Nom'):('o', 'ɔ̃')
41303:('saoulot', 'soupeau'):('sulo', 'supo'):('Nom', 'Nom'):('l', 'p')
41304:('sépale', 'tépale'):('sepal', 'tepal'):('Nom', 'Nom'):('s', 't')
41305:('séparatisme', 'séparatiste'):('sepaʁatism', 'sepaʁatist'):('Nom', 'Nom'):('m', 't')
41306:('sapement', 'sarment'):('sapmɑ̃', 'saʁmɑ̃'):('Nom', 'Nom'):('p', 'ʁ')
41307:('saper', 'sapin'):('sape', 'sapɛ̃'):('Verbe infinitif', 'Nom'):('e', 'ɛ̃')
41308:('saper', 'saquer'):('sape', 'sake'):('Verbe infinitif', 'Verbe infinitif'):('p', 'k')
41309:('saper', 'souper'):('sape', 'supe'):('Verbe infinitif', 'Nom'):('a', 'u')
41310:('saper', 'souper'):('sape', 'supe'):('Verbe infinitif', 'Verbe infinitif'):('a', 'u')
41311:('saper', 'super'):('sape', 'sype'):('Verbe infinitif', 'Verbe infinitif'):('a', 'y')
41312:('saper', 'taper'):('sape', 'tape'):('Verbe infinitif', 'Verbe infinitif'):('s', 't')
41313:('saper', 'zaper'):('sape', 'zape'):('Verbe infinitif', 'Verbe infinitif'):('s', 'z')
41314:('saper', 'zapper'):('sape', 'zape'):('Verbe infinitif', 'Verbe infinitif'):('s', 'z')
41315:('sapeur', 'sappare'):('sapœʁ', 'sapaʁ'):('Nom', 'Nom'):('œ', 'a')
41316:('sapeur', 'soupeur'):('sapœʁ', 'supœʁ'):('Nom', 'Nom'):('a', 'u')
41317:('sapeur', 'tapeur'):('sapœʁ', 'tapœʁ'):('Nom', 'Nom'):('s', 't')
41318:('sapeur', 'vapeur'):('sapœʁ', 'vapœʁ'):('Nom', 'Nom'):('s', 'v')
41319:('sapeur', 'zappeur'):('sapœʁ', 'zapœʁ'):('Nom', 'Nom'):('s', 'z')
41320:('saphir', 'suffire'):('safiʁ', 'syfiʁ'):('Nom', 'Verbe infinitif'):('a', 'y')
41321:('saphisme', 'sophisme'):('safism', 'sɔfism'):('Nom', 'Nom'):('a', 'ɔ')
41322:('saphisme', 'soufisme'):('safism', 'sufism'):('Nom', 'Nom'):('a', 'u')
41323:('sapin', 'saquet'):('sapɛ̃', 'sakɛ'):('Nom', 'Nom'):('ɛ̃', 'ɛ')
41324:('sapin', 'sarin'):('sapɛ̃', 'saʁɛ̃'):('Nom', 'Nom'):('p', 'ʁ')
41325:('sapin', 'satin'):('sapɛ̃', 'satɛ̃'):('Nom', 'Nom'):('p', 't')
41326:('sapin', 'speiss'):('sapɛ̃', 'spɛs'):('Nom', 'Nom'):('ɛ̃', 's')
41327:('sapin', 'spet'):('sapɛ̃', 'spɛt'):('Nom', 'Nom'):('ɛ̃', 't')
41328:('sapin', 'supin'):('sapɛ̃', 'sypɛ̃'):('Nom', 'Nom'):('a', 'y')
41329:('sapin', 'tapin'):('sapɛ̃', 'tapɛ̃'):('Nom', 'Nom'):('s', 't')
41330:('saponé', 'satonner'):('sapɔne', 'satɔne'):('Nom', 'Verbe infinitif'):('p', 't')
41331:('saponé', 'savonner'):('sapɔne', 'savɔne'):('Nom', 'Verbe infinitif'):('p', 'v')
41332:('saponé', 'taponner'):('sapɔne', 'tapɔne'):('Nom', 'Verbe infinitif'):('s', 't')
41333:('saquer', 'saquet'):('sake', 'sakɛ'):('Verbe infinitif', 'Nom'):('e', 'ɛ')
41334:('saquer', 'saxe'):('sake', 'saks'):('Verbe infinitif', 'Nom'):('e', 's')
41335:('saquer', 'soquet'):('sake', 'sɔke'):('Verbe infinitif', 'Nom'):('a', 'ɔ')
41336:('saquer', 'souquer'):('sake', 'suke'):('Verbe infinitif', 'Verbe infinitif'):('a', 'u')
41337:('saquer', 'taquer'):('sake', 'take'):('Verbe infinitif', 'Verbe infinitif'):('s', 't')
41338:('saquer', 'vaquer'):('sake', 'vake'):('Verbe infinitif', 'Verbe infinitif'):('s', 'v')
41339:('saquet', 'sarin'):('sakɛ', 'saʁɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
41340:('saquet', 'satin'):('sakɛ', 'satɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
41341:('saquet', 'saxe'):('sakɛ', 'saks'):('Nom', 'Nom'):('ɛ', 's')
41342:('saquet', 'sequin'):('sakɛ', 'səkɛ̃'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
41343:('saquet', 'taquet'):('sakɛ', 'takɛ'):('Nom', 'Nom'):('s', 't')
41344:('sérac', 'sérail'):('seʁak', 'seʁaj'):('Nom', 'Nom'):('k', 'j')
41345:('sérancer', 'sauner'):('səne', 'sone'):('Verbe infinitif', 'Verbe infinitif'):('ə', 'o')
41346:('sérancer', 'seiner'):('səne', 'sɛne'):('Verbe infinitif', 'Verbe infinitif'):('ə', 'ɛ')
41347:('sérancer', 'semé'):('səne', 'səme'):('Verbe infinitif', 'Nom'):('n', 'm')
41348:('sérancer', 'semer'):('səne', 'səme'):('Verbe infinitif', 'Verbe infinitif'):('n', 'm')
41349:('sérancer', 'senner'):('səne', 'sɛne'):('Verbe infinitif', 'Verbe infinitif'):('ə', 'ɛ')
41350:('sérancer', 'sonner'):('səne', 'sɔne'):('Verbe infinitif', 'Verbe infinitif'):('ə', 'ɔ')
41351:('sérancer', 'vener'):('səne', 'vəne'):('Verbe infinitif', 'Verbe infinitif'):('s', 'v')
41352:('séré', 'séran'):('seʁe', 'seʁɑ̃'):('Nom', 'Nom'):('e', 'ɑ̃')
41353:('séré', 'saurer'):('seʁe', 'sɔʁe'):('Nom', 'Verbe infinitif'):('e', 'ɔ')
41354:('séré', 'sceller'):('seʁe', 'sele'):('Nom', 'Verbe infinitif'):('ʁ', 'l')
41355:('séré', 'secher'):('seʁe', 'seʃe'):('Nom', 'Verbe infinitif'):('ʁ', 'ʃ')
41356:('séré', 'seller'):('seʁe', 'sele'):('Nom', 'Verbe infinitif'):('ʁ', 'l')
41357:('séré', 'seurer'):('seʁe', 'søʁe'):('Nom', 'Verbe infinitif'):('e', 'ø')
41358:('séran', 'sarran'):('seʁɑ̃', 'saʁɑ̃'):('Nom', 'Nom'):('e', 'a')
41359:('séran', 'serran'):('seʁɑ̃', 'sɛʁɑ̃'):('Nom', 'Nom'):('e', 'ɛ')
41360:('sarde', 'sargue'):('saʁd', 'saʁg'):('Nom', 'Nom'):('d', 'g')
